CustomerID,Recency,Frequency,Monetary,Cluster_Label
12348.0,-0.1803758152739661,0.6157447665232969,1.4035403036995229,II
12349.0,-0.8175049398075166,-0.8298645256900646,1.346939893520849,I
12350.0,2.446384610434532,-0.8298645256900646,-0.6825605787840014,III
12352.0,-0.6163062689021849,2.543223822807779,2.414333217144822,II
12353.0,1.2615479928809117,-0.8298645256900646,-1.0325162516952269,III
12354.0,1.5745237031780943,-0.8298645256900646,0.3798557876335328,III
12355.0,1.3733250322727624,-0.8298645256900646,-0.504302799183744,III
12356.0,-0.7727941240507762,0.1338750024521763,2.8498383636418025,II
12358.0,-1.0075259067736633,-0.3479947616189441,0.5062904655484031,I
12360.0,-0.4374630058752233,0.1338750024521763,2.6368274473306794,II
12361.0,2.189297419833274,-0.8298645256900646,-0.888626572001899,III
12363.0,0.1996661186583271,-0.3479947616189441,-0.3722494360558733,I
12364.0,-0.9404596831385528,0.6157447665232969,0.7131265323741737,II
12365.0,2.234008235590015,-0.3479947616189441,-0.2447879933305053,III
12367.0,-0.973992794956108,-0.8298645256900646,-0.9185738789747422,I
12371.0,-0.5268846373887041,-0.3479947616189441,1.5329126698222053,II
12372.0,-0.2250866310307065,0.1338750024521763,0.6916500350879348,I
12373.0,2.457562314373717,-0.8298645256900646,-0.6394934992325791,III
12374.0,-0.7392610122332209,-0.8298645256900646,-0.0999713731832561,I
12375.0,-0.9069265713209974,-0.3479947616189441,-0.5070123174336679,I
12377.0,2.5022731301304573,-0.3479947616189441,1.1623646582115583,III
12379.0,-0.1133095916388555,-0.3479947616189441,0.0559114899215769,I
12380.0,-0.7839718279899613,0.6157447665232969,2.7263128526900084,II
12381.0,-0.973992794956108,1.0976145305944174,1.4720911154225975,II
12383.0,1.0379939140972094,1.0976145305944174,1.4795779421658082,II
12384.0,-0.7057279004156657,-0.3479947616189441,-0.3248043454374688,I
12388.0,-0.851038051625072,1.579484294665538,2.805958428615403,II
12390.0,-0.1356649995172257,-0.8298645256900646,-0.3753297304873657,I
12391.0,-0.7839718279899613,-0.8298645256900646,-0.502177966450909,I
12393.0,-0.2139089270915214,0.6157447665232969,1.0974503051923286,II
12394.0,-0.3145082625441873,-0.3479947616189441,0.6551998843152742,I
12397.0,-0.62748397284137,-0.3479947616189441,2.277231593698672,II
12398.0,-0.515706933449519,-0.8298645256900646,1.1731171674770462,I
12399.0,0.3114431580501781,0.6157447665232969,0.421568108059993,I
12401.0,2.3681406828602363,-0.8298645256900646,-1.0392187442081964,III
12402.0,2.591694761643938,-0.8298645256900646,-0.8377161501480653,III
12403.0,-0.4709961176927786,-0.8298645256900646,-0.5495089720903693,I
12405.0,0.635596572286546,-0.8298645256900646,1.279686798433264,I
12407.0,-0.4709961176927786,1.0976145305944174,1.276449637155723,II
12408.0,-0.6610170846589253,1.0976145305944174,2.959816283343978,II
12410.0,2.4240292025561616,-0.3479947616189441,-0.1707040601286384,III
12412.0,-0.1915535192131512,0.1338750024521763,0.5901714463171005,I
12413.0,-0.280975150726632,0.1338750024521763,-0.0783380090509689,I
12414.0,1.4068581440903176,0.1338750024521763,-0.3574041281707639,III
12418.0,0.2331992304758824,-0.8298645256900646,-0.2059991004894892,I
12420.0,-0.3145082625441873,-0.8298645256900646,-0.3032422844170217,I
12421.0,-0.851038051625072,0.6157447665232969,-0.0085465231818762,I
12422.0,0.0431782635097358,0.1338750024521763,-0.0135092197659472,I
12423.0,-1.0187036107128484,2.543223822807779,1.4920559867378262,II
12424.0,0.7920844274351373,-0.3479947616189441,1.351802765748344,III
12425.0,-0.1468427034564108,-0.8298645256900646,-0.0511002203280495,I
12426.0,1.1497709534890603,-0.8298645256900646,-0.328426543518946,III
12427.0,-0.7839718279899613,0.1338750024521763,0.0182064043805303,I
12430.0,-0.5380623413278892,-0.8298645256900646,-0.793793433254562,I
12434.0,-0.0797764798213002,-0.3479947616189441,-0.009829979194998,I
12436.0,0.0878890792664762,-0.8298645256900646,-0.4335558516159938,I
12438.0,-0.862215755564257,-0.3479947616189441,2.985913222277455,II
12442.0,-0.9851704988952932,-0.8298645256900646,-0.9140675223064476,I
12445.0,-0.7727941240507762,-0.8298645256900646,-0.9691990883812152,I
12446.0,-0.3815744861792978,-0.8298645256900646,0.2699206497984618,I
12447.0,1.6974784465091304,-0.8298645256900646,-0.4799313955567968,III
12448.0,-0.5268846373887041,-0.8298645256900646,-0.5184921184399245,I
12450.0,0.7250182038000267,-0.3479947616189441,-0.8772465953522185,III
12452.0,-0.8398603476858868,-0.3479947616189441,-0.5454161734707473,I
12453.0,0.4791087171379546,-0.8298645256900646,-0.1510814437502419,I
12455.0,-0.2027312231523363,1.579484294665538,2.3584600987069178,II
12457.0,-0.280975150726632,2.061354058736659,2.21067726910712,II
12458.0,-0.2250866310307065,-0.3479947616189441,0.1916155723756608,I
12461.0,0.0320005595705507,-0.3479947616189441,0.0197465515962766,I
12462.0,-0.8175049398075166,-0.3479947616189441,0.5369935855067514,I
12463.0,-0.4262853019360382,0.6157447665232969,0.758304184036063,II
12464.0,-0.9069265713209974,2.543223822807779,0.5690229433453257,II
12465.0,-0.8286826437467018,-0.3479947616189441,-0.1010266592384898,I
12468.0,1.071527025914765,-0.3479947616189441,-0.1190663465340356,III
12475.0,-0.4262853019360382,-0.8298645256900646,-0.1278508899127364,I
12478.0,-0.9851704988952932,-0.8298645256900646,-0.1883016681307757,I
12479.0,-0.8957488673818123,-0.8298645256900646,-0.4076157795285643,I
12483.0,-0.8286826437467018,2.543223822807779,2.3843003464377706,II
12488.0,-0.9181042752601823,0.1338750024521763,0.6925341936747522,I
12491.0,-0.5939508610238147,-0.8298645256900646,-0.502876736946942,I
12492.0,-0.3145082625441873,-0.3479947616189441,-0.7840819494219399,I
12493.0,0.8256175392526925,-0.3479947616189441,-0.5408955561800848,III
12494.0,-0.851038051625072,2.061354058736659,0.6175803625084357,II
12497.0,-0.1133095916388555,-0.8298645256900646,0.3280897284376177,I
12498.0,-0.7839718279899613,0.1338750024521763,-0.5837344657736185,I
12504.0,-0.8175049398075166,-0.3479947616189441,-0.4720024895201773,I
12506.0,1.5745237031780943,-0.8298645256900646,-1.0546202163656586,III
12507.0,0.4791087171379546,0.1338750024521763,0.7013044764310847,I
12508.0,-0.7280833082940359,-0.3479947616189441,-0.5914779837194539,I
12509.0,2.155764308015719,-0.8298645256900646,-0.9077358059750466,III
12510.0,0.5685303486514354,-0.3479947616189441,0.2417701812439893,I
12512.0,-0.280975150726632,-0.3479947616189441,-0.9625964202248216,I
12513.0,0.2331992304758824,-0.8298645256900646,-0.2862721437990772,I
12514.0,1.9657433410495728,-0.8298645256900646,0.2918392263781095,III
12516.0,-0.1580204073955959,-0.3479947616189441,0.7116434276478996,I
12517.0,-0.7057279004156657,1.0976145305944174,2.409769817987056,II
12518.0,-1.0187036107128484,1.0976145305944174,1.773817363485177,II
12519.0,-0.3145082625441873,-0.8298645256900646,-0.6733767379789961,I
12520.0,-0.1356649995172257,1.0976145305944174,2.5971829171475824,II
12521.0,0.5685303486514354,-0.8298645256900646,-0.3042547886051512,III
12522.0,-0.5827731570846296,-0.3479947616189441,-0.8846050764941171,I
12523.0,-0.8063272358683315,3.9888331150211407,1.3928876187906114,II
12526.0,-1.0187036107128484,0.1338750024521763,0.7182033139371893,I
12527.0,-0.1133095916388555,0.1338750024521763,-0.6621536281753638,I
12528.0,-0.9181042752601823,1.579484294665538,1.597827022841435,II
12530.0,-0.3592190783009276,0.6157447665232969,1.2110789442207168,II
12531.0,-0.862215755564257,-0.8298645256900646,-0.980864277478256,I
12532.0,-0.6833724925372955,-0.8298645256900646,-0.6605564384701456,I
12534.0,0.4343979013812142,-0.8298645256900646,0.3938026763094568,I
12535.0,-0.0015325522470045,-0.3479947616189441,-0.1378761074374549,I
12538.0,-0.6945501964764805,-0.8298645256900646,-0.6404204396865005,I
12541.0,-0.6945501964764805,0.1338750024521763,0.2397879547348343,I
12544.0,-0.6163062689021849,-0.8298645256900646,-0.6279423951144826,I
12545.0,-0.1803758152739661,-0.3479947616189441,0.2671826103038019,I
12546.0,-0.504529229510334,-0.3479947616189441,0.4969354972749816,I
12547.0,1.1833040653066156,-0.3479947616189441,-0.8631000579631419,III
12548.0,0.8367952431918777,-0.8298645256900646,-1.023674665827054,III
12550.0,-0.1356649995172257,-0.8298645256900646,0.2164718371631207,I
12552.0,-0.5939508610238147,-0.3479947616189441,-0.5350772222539324,I
12556.0,-0.4598184137535935,-0.3479947616189441,-0.2985077577908388,I
12558.0,-0.9404596831385528,-0.8298645256900646,-0.7744560293235262,I
12559.0,2.446384610434532,-0.3479947616189441,-0.3584023717365253,III
12560.0,-0.9628150910169228,0.1338750024521763,1.8837952831873523,II
12561.0,2.356962978921051,-0.8298645256900646,-0.8188208255104381,III
12564.0,1.898677117414462,-0.8298645256900646,-0.5078679547757492,III
12565.0,2.20047512377246,-0.8298645256900646,-0.9513447891764536,III
12566.0,-0.05742107194293,-0.8298645256900646,-0.6579610051991659,I
12571.0,-0.5827731570846296,-0.3479947616189441,-0.418439591905892,I
12572.0,-0.9292819791993676,-0.3479947616189441,0.2957466369069471,I
12573.0,1.5186351834821687,-0.8298645256900646,-0.9304957592744072,III
12574.0,2.5022731301304573,-0.8298645256900646,-0.8479124951412003,III
12576.0,-0.62748397284137,1.0976145305944174,0.7170196822806434,II
12577.0,-0.62748397284137,0.1338750024521763,-0.2213720514022155,I
12578.0,-0.7839718279899613,-0.3479947616189441,2.8257093905951125,II
12579.0,-0.1468427034564108,-0.8298645256900646,-0.5313694604382471,I
12580.0,1.7310115583266856,-0.8298645256900646,-0.566621718931994,III
12581.0,-0.5827731570846296,-0.8298645256900646,-0.8774890259324748,I
12582.0,1.6415899268132048,-0.3479947616189441,-0.430204605359509,III
12584.0,-0.9851704988952932,3.0250935868789,2.1749116282081244,II
12585.0,1.5968791110564644,-0.3479947616189441,1.7498737785292704,III
12586.0,-0.8286826437467018,-0.8298645256900646,-0.8785870938548124,I
12587.0,-0.9404596831385528,-0.8298645256900646,-0.9540828286711136,I
12588.0,-0.5827731570846296,-0.8298645256900646,-0.8529750160818474,I
12589.0,-0.7057279004156657,-0.3479947616189441,-0.2372298634754544,I
12591.0,2.524628538008828,-0.8298645256900646,-0.5136435068347974,III
12592.0,0.0096451516921805,-0.3479947616189441,-0.5353909559460288,I
12593.0,0.188488414719142,0.1338750024521763,-0.563199169563669,I
12596.0,-0.4486407098144084,-0.3479947616189441,-0.2777442916230009,I
12598.0,-0.9181042752601823,2.543223822807779,3.1516644360609587,II
12599.0,-0.6945501964764805,2.061354058736659,0.3130875537064601,II
12600.0,-0.7057279004156657,3.5069633509500204,2.546957005167413,II
12601.0,1.093882433793135,1.0976145305944174,-0.3365123164016136,III
12602.0,-0.3703967822401127,-0.8298645256900646,-0.9410771410714788,I
12603.0,-0.7839718279899613,-0.8298645256900646,-0.1052905853265279,I
12604.0,-0.1356649995172257,-0.3479947616189441,-0.7969592914202627,I
12607.0,-0.3480413743617425,-0.8298645256900646,1.0930437728806104,I
12609.0,-0.1468427034564108,0.1338750024521763,0.4475224407697902,I
12610.0,-0.7727941240507762,1.0976145305944174,1.834638917884785,II
12611.0,-0.4374630058752233,-0.8298645256900646,0.5423127976500232,I
12612.0,-0.1915535192131512,-0.8298645256900646,-0.1554309335724881,I
12614.0,2.0775203804414235,-0.8298645256900646,-0.70937054883588,III
12615.0,-0.996348202834478,0.6157447665232969,2.1079437455678995,II
12616.0,0.0431782635097358,-0.3479947616189441,-0.1422255972597012,I
12617.0,-0.6945501964764805,-0.8298645256900646,-0.652427883720374,I
12618.0,-0.7839718279899613,-0.8298645256900646,-0.9065806955632368,I
12620.0,-0.862215755564257,0.1338750024521763,0.7506462298244361,I
12622.0,1.5745237031780943,-0.8298645256900646,-0.902601981922559,III
12623.0,2.0663426765022384,-0.8298645256900646,-0.7243442023223017,III
12624.0,0.1661330068407719,-0.3479947616189441,-0.2451445088897058,I
12625.0,1.3397919204552071,-0.3479947616189441,2.6678585616034924,II
12628.0,-0.973992794956108,0.1338750024521763,-0.0378948840152625,I
12630.0,-0.9181042752601823,-0.3479947616189441,0.6529181847363911,I
12631.0,-0.3815744861792978,-0.8298645256900646,-0.2460429280988911,I
12633.0,-0.3703967822401127,0.6157447665232969,1.9265343684243097,II
12635.0,-0.0238879601253747,-0.3479947616189441,1.2494400183906924,I
12638.0,-0.6498393807197401,-0.8298645256900646,-0.2015640469330348,I
12639.0,1.6415899268132048,-0.8298645256900646,-0.466226937461129,III
12640.0,-0.7616164201115911,0.1338750024521763,0.5155883913323525,I
12641.0,0.2667323422934378,-0.8298645256900646,-0.8943308209491072,I
12642.0,-0.7392610122332209,0.1338750024521763,0.2855360312914444,I
12644.0,0.4232201974420291,-0.8298645256900646,-0.4779063871805378,I
12645.0,-0.6498393807197401,0.6157447665232969,1.3720813707556694,II
12646.0,-0.973992794956108,-0.3479947616189441,0.7614272603346596,I
12648.0,0.7026627959216565,-0.8298645256900646,-0.705876696355715,III
12649.0,0.177310710779957,0.1338750024521763,-0.2702717255021581,I
12650.0,-0.9851704988952932,-0.8298645256900646,-0.7110247810305705,I
12653.0,0.635596572286546,-0.3479947616189441,1.99194784322642,II
12654.0,-0.9069265713209974,1.0976145305944174,-0.3009748454605064,I
12657.0,-0.8957488673818123,0.6157447665232969,1.1838411554977977,II
12658.0,-0.8175049398075166,-0.8298645256900646,-0.1810857932125573,I
12659.0,-0.6945501964764805,-0.8298645256900646,-1.0286944049005973,I
12660.0,-0.8957488673818123,-0.8298645256900646,-0.8099079365304253,I
12665.0,2.6028724655831232,-0.8298645256900646,-1.0695938698520802,III
12667.0,-0.3703967822401127,-0.8298645256900646,-0.275091815862549,I
12669.0,0.6579519801649162,0.1338750024521763,2.7537217688813445,II
12670.0,-0.9069265713209974,1.0976145305944174,3.113117973800199,II
12673.0,-0.9628150910169228,-0.3479947616189441,-0.2887962739582169,I
12674.0,-0.5939508610238147,0.6157447665232969,1.6507624530715277,II
12676.0,-0.750438716172406,1.579484294665538,0.7392092106852837,II
12679.0,-0.3703967822401127,0.6157447665232969,0.4278000000348178,I
12680.0,-1.0187036107128484,0.6157447665232969,0.0966540880270116,I
12684.0,-0.9404596831385528,2.061354058736659,2.097162715057676,II
12685.0,-0.7057279004156657,1.579484294665538,2.9234944781726293,II
12689.0,-0.7392610122332209,-0.3479947616189441,0.6197337164860068,I
12690.0,1.2727256968200964,-0.8298645256900646,-0.6046833200322409,III
12691.0,-0.7057279004156657,1.579484294665538,0.3176794741089628,II
12693.0,0.4008647895636589,0.6157447665232969,0.0611451383306404,I
12694.0,-0.2362643349698916,-0.3479947616189441,0.0807677547090367,I
12695.0,-0.9404596831385528,0.6157447665232969,-0.3293249627281313,I
12697.0,-0.7057279004156657,0.1338750024521763,0.2061471465686738,I
